City,State,White,Native American,Hispanic,Black,Asian/Pacific Islander
Nine Mile Falls,WA,95.20,0.00,0.00,0.00,1.00
Oak Harbor,WA,73.10,1.90,10.50,7.10,8.70
Ocean Park,WA,91.90,0.70,1.10,0.00,1.00
Ocean Shores,WA,88.40,4.20,2.10,0.00,4.40
Olympia--Lacey,WA,79.90,1.10,8.50,3.60,8.10
Omak,WA,73.90,8.30,16.40,1.00,1.80
Othello,WA,61.20,3.10,82.30,0.90,1.50
Peaceful Valley,WA,86.70,0.00,21.10,0.00,1.40
Port Angeles,WA,88.60,1.90,5.10,2.10,2.20
Port Hadlock-Irondale,WA,90.60,1.80,4.90,0.50,0.00
Port Townsend,WA,93.50,0.40,3.50,0.90,2.90
Pullman,WA,76.80,0.70,6.70,2.70,11.70
Quincy,WA,44.30,0.60,76.00,0.00,0.50
Raymond,WA,83.70,1.30,24.90,0.10,7.40
Ridgefield,WA,91.40,0.00,3.80,0.40,5.50
Seattle,WA,68.00,0.80,10.10,6.10,14.90
Sequim,WA,91.90,0.50,6.00,0.70,2.40
Shelton,WA,80.00,2.60,17.20,1.20,1.70
Snoqualmie,WA,84.10,0.20,6.50,1.20,6.90
Spokane,WA,87.60,1.50,5.80,1.80,3.00
Stanwood,WA,90.80,1.60,8.90,0.30,0.90
Sultan,WA,89.30,1.30,8.40,0.00,2.20
Sunnyside,WA,87.10,0.30,86.80,0.10,1.20
Toppenish,WA,75.60,6.50,73.30,0.40,0.80
Walla Walla,WA,83.80,1.30,25.20,1.60,1.90
Wapato,WA,59.40,18.10,72.90,0.80,1.10
Warden,WA,41.40,1.50,77.60,0.10,0.30
Wenatchee,WA,82.60,1.00,29.20,0.60,0.90
Woodland,WA,95.80,0.10,16.00,0.00,0.50
Yakima,WA,78.10,1.60,39.40,1.40,1.10
Yelm,WA,81.80,2.30,14.10,1.70,4.40
Abbotsford,WI,88.40,0.10,25.10,1.60,0.30
Algoma,WI,96.90,0.00,1.20,1.70,0.50
Amery,WI,96.10,0.00,0.00,0.00,1.30
Antigo,WI,93.90,1.10,2.00,2.10,0.30
Appleton,WI,90.10,0.70,5.10,1.50,3.90
Arcadia,WI,71.60,0.00,37.30,0.70,0.00
Ashland,WI,87.10,8.20,1.60,0.70,0.50
Baldwin,WI,97.80,0.00,4.00,0.10,0.30
Baraboo,WI,92.50,0.60,5.90,1.30,1.30
Barron,WI,87.20,0.00,4.00,12.70,0.00
Beaver Dam,WI,94.00,1.30,6.90,1.00,0.50
Beloit,WI,81.10,0.20,14.80,8.90,1.30
Berlin,WI,94.00,0.40,10.80,0.20,0.00
Black River Falls,WI,82.30,7.30,1.90,7.10,0.70
Bloomer,WI,98.30,0.00,0.00,0.00,0.00
Boscobel,WI,88.30,0.00,1.10,8.80,0.30
Brillion,WI,95.00,2.00,4.30,0.90,1.10
Brodhead,WI,96.70,0.60,0.90,0.00,2.10
Burlington,WI,95.20,0.00,5.50,0.60,0.90
Cambridge,WI,98.40,0.20,2.50,0.40,0.00
Chetek,WI,97.40,1.10,6.30,0.90,0.60
Chilton,WI,98.90,0.50,7.00,0.40,0.00
Clintonville,WI,93.30,2.20,8.80,0.00,0.00
Columbus,WI,93.00,0.10,2.50,1.70,1.60
Delavan,WI,90.00,0.30,27.50,1.30,1.40
Dodgeville,WI,99.20,0.00,0.30,0.20,0.00
East Troy,WI,95.00,0.30,3.20,0.80,1.00
Eau Claire,WI,92.40,0.40,2.40,1.00,3.90
Edgerton,WI,93.50,0.10,3.10,2.40,1.40
Elkhorn,WI,94.40,0.10,8.60,1.20,1.00
Ellsworth,WI,97.00,0.00,1.70,0.70,0.30
Evansville,WI,97.10,0.10,5.30,0.30,0.50
Fond du Lac,WI,90.00,0.70,7.10,2.00,1.80
Fort Atkinson,WI,92.40,0.20,10.20,1.40,0.70
Green Bay,WI,83.30,2.50,9.60,2.70,3.60
Hayward,WI,84.60,7.30,1.30,2.00,0.20
Horicon,WI,96.20,0.00,5.30,2.80,0.40
Hudson,WI,95.00,0.30,2.20,1.90,1.10
Janesville,WI,93.00,0.10,5.00,1.90,1.30
Johnson Creek,WI,94.20,0.30,4.80,0.60,2.30
Juneau,WI,96.10,0.00,4.10,0.30,0.50
Kenosha,WI,82.30,0.50,15.70,9.70,1.50
Kewaunee,WI,95.10,0.00,0.60,0.10,1.40
Kiel--New Holstein,WI,98.90,0.60,1.30,0.20,0.00
La Crosse,WI,90.40,0.30,2.00,1.40,5.00
Ladysmith,WI,95.60,0.00,1.30,2.30,0.00
Lake Delton,WI,94.50,0.00,5.60,3.00,0.60
Lake Geneva,WI,93.00,1.10,15.20,0.20,1.50
Lake Mills,WI,92.20,0.10,8.90,0.70,0.80
Lancaster,WI,96.50,0.00,1.00,1.20,2.20
Lodi,WI,94.80,0.00,0.80,1.80,1.40
Madison,WI,81.70,0.30,6.90,5.80,6.60
Manitowoc,WI,91.60,0.50,4.70,1.10,4.40
Marinette--Menominee,WI,97.20,0.30,2.00,0.90,0.50
Marshall,WI,95.20,0.00,15.80,0.90,0.00
Marshfield,WI,94.40,0.20,2.30,0.40,3.30
Mauston,WI,95.20,0.60,2.30,2.90,0.00
Mayville,WI,96.60,0.00,3.00,0.80,1.30
Mazomanie,WI,94.90,0.00,2.30,1.20,0.30
Medford,WI,98.80,0.30,0.60,0.30,0.00
Menomonie,WI,91.90,0.20,1.50,1.10,3.50
Merrill,WI,97.00,0.20,0.60,0.50,0.30
Milwaukee,WI,70.60,0.40,11.40,18.70,3.80
Monroe,WI,95.00,0.20,4.60,0.50,0.70
Mount Horeb,WI,95.70,0.00,2.20,1.30,0.40
Mukwonago,WI,95.80,0.20,2.30,1.00,0.50
New London,WI,95.20,0.10,6.50,0.20,0.70
New Richmond,WI,95.60,0.60,2.90,1.10,0.10
Oconto,WI,96.30,0.50,3.50,1.00,0.00
Oconto Falls,WI,91.60,0.00,0.90,0.70,2.10
Omro,WI,92.10,0.00,15.90,0.00,0.80
Oostburg,WI,98.60,0.00,4.60,0.00,0.20
Oregon,WI,91.90,0.40,2.60,4.80,0.20
Osceola,WI,96.50,0.30,2.10,0.90,1.00
Oshkosh,WI,91.70,0.30,2.60,3.50,2.90
Peshtigo,WI,94.30,1.90,0.90,0.80,0.90
Platteville,WI,95.30,0.50,1.60,1.90,0.70
Plymouth,WI,96.90,0.00,2.80,1.00,0.20
Portage,WI,90.00,1.30,4.10,4.80,0.50
Prairie du Chien,WI,94.30,0.80,1.00,3.90,0.00
Prairie du Sac--Sauk City,WI,95.30,0.30,8.80,0.00,0.10
Prescott,WI,94.30,0.00,2.60,0.60,3.90
Pulaski,WI,98.60,0.30,0.90,0.60,0.00
Racine,WI,72.90,0.60,16.80,15.80,1.60
Reedsburg,WI,92.70,1.80,4.00,0.10,1.30
Rhinelander,WI,93.30,1.10,1.10,1.80,0.20
Rice Lake,WI,97.50,0.80,1.90,0.10,1.30
Richland Center,WI,95.30,0.00,1.60,1.60,1.40
Ripon,WI,95.40,0.50,4.10,0.90,1.60
River Falls,WI,94.90,0.20,2.10,0.80,1.70
Seymour (Outagamie County),WI,92.30,4.40,0.50,0.30,0.00
Shawano,WI,85.20,9.80,3.90,0.80,0.50
Sheboygan,WI,85.10,0.20,8.30,1.90,8.30
Somerset,WI,92.20,2.50,2.70,2.00,0.50
Sparta,WI,92.70,0.20,4.70,2.00,1.80
Spooner,WI,94.70,1.00,4.10,1.20,0.50
Stanley,WI,76.80,1.20,7.40,11.90,0.50
Stevens Point,WI,91.80,0.50,3.20,0.90,3.90
Sturgeon Bay,WI,94.30,0.00,3.90,1.60,1.10
Tomah,WI,91.60,1.00,3.50,3.80,0.80
Tomahawk,WI,97.00,1.50,2.70,0.10,0.20
Union Grove,WI,91.00,0.70,5.70,3.00,0.30
Viroqua,WI,96.50,0.00,0.00,0.80,2.10
Walworth,WI,92.30,0.20,16.10,0.70,0.20
Waterloo,WI,91.50,0.00,13.00,0.00,0.40
Watertown,WI,92.00,0.10,7.70,1.50,0.50
Waupaca,WI,95.60,0.70,2.50,0.70,0.90
Waupun,WI,87.80,0.50,5.90,6.20,1.60
Wausau,WI,86.10,0.50,2.70,1.20,9.40
Wautoma,WI,84.40,0.30,21.10,1.20,0.90
West Bend,WI,95.60,0.20,3.70,1.40,0.80
Whitewater,WI,87.70,0.10,9.80,3.90,2.70
Winneconne,WI,99.40,0.00,2.40,0.00,0.10
Wisconsin Rapids,WI,92.30,0.50,3.50,1.20,2.70
Wrightstown,WI,91.40,0.20,6.00,1.60,1.50
Alderson,WV,83.10,0.00,2.30,11.50,0.00
Beckley,WV,84.60,0.50,1.90,11.00,1.30
Bluefield,WV,87.30,0.40,1.80,8.60,1.10
Buckhannon,WV,95.20,0.40,1.70,3.50,0.30
Charleston,WV,86.50,0.10,1.30,8.30,1.20
Charles Town--Ranson,WV,81.50,0.00,8.00,11.10,2.40
Clarksburg,WV,94.30,0.10,1.60,2.30,0.70
Elkins,WV,94.10,0.40,1.60,3.10,1.30
Fairmont,WV,91.00,0.00,1.30,5.40,0.90
Glenville,WV,79.00,0.00,4.30,6.00,0.60
Grafton,WV,92.70,0.00,0.00,2.30,3.10
Hinton,WV,86.80,0.00,0.00,10.60,0.00
Huntington,WV,92.30,0.10,1.60,3.80,1.00
Keyser,WV,86.80,0.00,1.70,9.50,0.10
Kingwood,WV,95.80,0.00,0.00,1.90,0.10
Lewisburg,WV,89.80,0.00,2.50,5.90,0.90
Logan,WV,94.30,0.90,0.90,2.40,1.10
Madison,WV,97.00,0.10,0.40,2.80,0.00
Montgomery,WV,84.80,0.80,3.30,10.00,0.30
Moorefield,WV,82.90,0.00,9.30,10.50,5.40
Morgantown,WV,87.40,0.10,2.50,4.50,4.50
New Martinsville,WV,97.70,0.00,0.60,0.00,0.60
Oceana,WV,95.20,0.00,2.30,2.10,0.00
Paden City,WV,98.50,0.10,0.10,0.30,0.00
Parkersburg,WV,94.80,0.10,1.30,1.70,0.80
Petersburg,WV,93.80,0.00,1.80,4.30,0.00
Philippi,WV,89.60,0.00,0.30,4.10,1.80
Ravenswood,WV,95.30,1.40,0.00,0.00,0.10
Ripley,WV,98.30,0.00,2.70,0.60,0.70
St. Marys,WV,97.60,0.00,0.80,0.60,0.00
Shannondale,WV,93.20,0.00,7.50,0.10,0.90
Shepherdstown,WV,87.60,0.10,3.40,6.80,2.30
Sissonville,WV,99.90,0.00,0.00,0.00,0.00
Spencer,WV,97.60,0.30,3.60,0.30,0.20
Summersville,WV,93.40,1.60,2.70,1.50,1.20
Weirton--Steubenville,WV,90.50,0.10,1.50,6.20,0.60
Welch,WV,85.40,0.00,0.00,10.40,0.00
Weston,WV,97.00,0.00,0.00,0.50,0.50
Wheeling,WV,93.10,0.10,1.00,4.30,0.60
White Sulphur Springs,WV,81.70,0.00,2.00,12.40,0.50
Williamson,WV,82.10,0.60,0.00,9.00,2.70
Buffalo,WY,92.30,3.00,1.00,2.10,0.00
Casper,WY,93.00,0.90,8.90,1.50,0.80
Cheyenne,WY,86.90,1.10,15.90,3.00,1.60
Cody,WY,92.00,1.80,6.20,1.20,0.70
Douglas,WY,97.40,0.10,12.40,0.00,0.00
Evanston,WY,92.30,1.20,13.10,0.20,0.20
Gillette,WY,94.40,0.70,9.70,0.40,0.60
Green River,WY,93.50,1.70,16.90,0.20,1.00
Jackson,WY,87.90,0.20,23.50,0.40,1.90
Kemmerer,WY,93.30,0.40,6.60,0.80,0.30
Lander,WY,88.40,5.20,3.60,0.40,0.20
Laramie,WY,88.70,0.80,10.30,1.70,3.20
Newcastle,WY,92.80,0.10,0.10,0.00,6.20
Powell,WY,92.00,0.90,9.10,0.40,0.80
Rawlins,WY,90.80,3.00,26.70,2.00,1.30
Riverton,WY,83.50,8.40,12.50,0.80,0.10
Rock Springs,WY,92.50,0.80,16.90,1.20,1.10
Sheridan,WY,92.90,1.10,5.40,1.50,0.70
Thermopolis,WY,95.60,3.10,1.50,0.00,0.00
Torrington,WY,92.20,1.00,13.20,0.10,0.70
Wheatland,WY,90.20,0.10,10.20,0.10,0.80
Worland,WY,87.80,1.00,20.00,0.00,0.20
